euid,leid,coords,address,elementary_school,middle_school,senior_school,ward
e9ec691edf,587253433.0,"(38.91129, -77.00303, 0.0)",200 Q Street NE Washington DC 20002,Langley Elementary,McKinley Middle School,Dunbar Senior High,Ward 5 
c4a05e99e6,587253273.0,"(38.91366, -77.02167, 0.0)",1727 7th Street NW Washington DC 20001,Cleveland Elementary,Shaw Middle School,Cardozo Senior High,Ward 6 
37fac61e8b,587254213.0,"(38.96149, -77.02343, 0.0)",721 Oglethorpe Street NW Washington DC 20011,Whittier Elementary,New North Middle School,Coolidge Senior High,Ward 4 
649cd9592f,587254477.0,"(38.90169, -76.95071, 0.0)",711 Anacostia Avenue NE Washington DC 20019,Thomas Elementary,Kelly Miller Middle School,Woodson Senior High,Ward 7 
7a203c590b,584716629.0,"(38.90522, -77.04538, 0.0)",2000 M Street NW Washington DC nan,School Without Walls @ Francis-Stevens Elementary,School Without Walls @ Francis-Stevens Middle School,Cardozo Senior High,Ward 2 
660de8c440,587253261.0,"(38.9113, -77.01415, 0.0)",211 Q Street NW Washington DC 20001,Seaton Elementary,Shaw Middle School,Cardozo Senior High,Ward 5 
0af57b8827,587253005.0,"(38.94209, -77.03971, 0.0)",1719 Upshur Street NW Washington DC 20011,Powell Elementary,MacFarland Middle School,Roosevelt Senior High,Ward 4 
26bec4ad9e,581753445.0,"(38.87953, -77.00703, 0.0)",70 I Street SE Washington DC 20003,Van Ness Elementary,Jefferson Middle School,Eastern Senior High,Ward 6 
ad23a2f31b,234071237.0,"(38.91834, -77.01151, 0.0)",79 V Street NW Washington DC 20001,Langley Elementary,McKinley Middle School,Dunbar Senior High,Ward 5 
e1cdeef9d0,587254373.0,"(38.93624, -77.08622, 0.0)",4400 Massachusetts Avenue NW Washington DC 20016,Mann Elementary,Hardy Middle School,Wilson Senior High,Ward 3 
f3aad054c0,587254353.0,"(38.96172, -77.07324, 0.0)",5415 Connecticut Avenue NW Washington DC 20015,Lafayette Elementary,Deal Middle School,Wilson Senior High,Ward 3 
a3b26ae368,587252865.0,"(38.90485, -76.99476, 0.0)",800 Florida Avenue NE Washington DC 20002,Wheatley Elementary,Wheatley Middle School,Dunbar Senior High,Ward 5 
1abf5e8d20,587255117.0,"(38.93648, -76.99037, 0.0)",1210 Perry Street NE Washington DC 20017,Brookland @ Bunker Hill Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
17d975f7d3,587255133.0,"(38.88164, -77.01261, 0.0)",101 G Street Washington DC 20024,Amidon-Bowen Elementary,Jefferson Middle School,Eastern Senior High,Ward 6 
